real, image
-0.077273, -0.181818
-0.077273, -0.136364
-0.077273, -0.090909
-0.077273, -0.045455
-0.077273, -0.000000
-0.077273, 0.045455
-0.077273, 0.090909
-0.077273, 0.136364
-0.077273, 0.181818
-0.077273, 0.227273
-0.077273, 0.272727
-0.077273, 0.318182
-0.077273, 0.363636
-0.077273, 0.409091
-0.077273, 0.454545
-0.077273, 0.500000
-0.077273, 0.545455
-0.077273, 0.590909
-0.077273, 0.636364
-0.077273, 0.681818
-0.077273, 0.727273
-0.077273, 0.772727
-0.077273, 0.818182
-0.063636, -0.818182
-0.063636, -0.772727
-0.063636, -0.727273
-0.063636, -0.681818
-0.063636, -0.636364
-0.063636, -0.590909
-0.063636, -0.545455
-0.063636, -0.500000
-0.063636, -0.454545
-0.063636, -0.409091
-0.063636, -0.363636
-0.063636, -0.318182
-0.063636, -0.272727
-0.063636, -0.227273
-0.063636, -0.181818
-0.063636, -0.136364
-0.063636, -0.090909
-0.063636, -0.045455
-0.063636, -0.000000
-0.063636, 0.045455
-0.063636, 0.090909
-0.063636, 0.136364
-0.063636, 0.181818
-0.063636, 0.227273
-0.063636, 0.272727
-0.063636, 0.318182
-0.063636, 0.363636
-0.063636, 0.409091
-0.063636, 0.454545
-0.063636, 0.500000
-0.063636, 0.545455
-0.063636, 0.590909
-0.063636, 0.636364
-0.063636, 0.681818
-0.063636, 0.727273
-0.063636, 0.772727
-0.063636, 0.818182
-0.050000, -0.772727
-0.050000, -0.727273
-0.050000, -0.681818
-0.050000, -0.636364
-0.050000, -0.590909
-0.050000, -0.545455
-0.050000, -0.500000
-0.050000, -0.454545
-0.050000, -0.409091
-0.050000, -0.363636
-0.050000, -0.318182
-0.050000, -0.272727
-0.050000, -0.227273
-0.050000, -0.181818
-0.050000, -0.136364
-0.050000, -0.090909
-0.050000, -0.045455
-0.050000, -0.000000
-0.050000, 0.045455
-0.050000, 0.090909
-0.050000, 0.136364
-0.050000, 0.181818
-0.050000, 0.227273
-0.050000, 0.272727
-0.050000, 0.318182
-0.050000, 0.363636
-0.050000, 0.409091
-0.050000, 0.454545
-0.050000, 0.500000
-0.050000, 0.545455
-0.050000, 0.590909
-0.050000, 0.636364
-0.050000, 0.681818
-0.050000, 0.727273
-0.050000, 0.772727
-0.036364, -0.772727
-0.036364, -0.727273
-0.036364, -0.636364
-0.036364, -0.590909
-0.036364, -0.545455
-0.036364, -0.500000
-0.036364, -0.454545
-0.036364, -0.409091
-0.036364, -0.363636
-0.036364, -0.318182
-0.036364, -0.272727
-0.036364, -0.227273
-0.036364, -0.181818
-0.036364, -0.136364
-0.036364, -0.090909
-0.036364, -0.045455
-0.036364, -0.000000
-0.036364, 0.045455
-0.036364, 0.090909
-0.036364, 0.136364
-0.036364, 0.181818
-0.036364, 0.227273
-0.036364, 0.272727
-0.036364, 0.318182
-0.036364, 0.363636
-0.036364, 0.409091
-0.036364, 0.454545
-0.036364, 0.500000
-0.036364, 0.545455
-0.036364, 0.590909
-0.036364, 0.636364
-0.036364, 0.727273
-0.036364, 0.772727
-0.022727, -0.636364
-0.022727, -0.590909
-0.022727, -0.545455
-0.022727, -0.500000
-0.022727, -0.454545
-0.022727, -0.409091
-0.022727, -0.363636
-0.022727, -0.318182
-0.022727, -0.272727
-0.022727, -0.227273
-0.022727, -0.181818
-0.022727, -0.136364
-0.022727, -0.090909
-0.022727, -0.045455
-0.022727, -0.000000
-0.022727, 0.045455
-0.022727, 0.090909
-0.022727, 0.136364
-0.022727, 0.181818
-0.022727, 0.227273
-0.022727, 0.272727
-0.022727, 0.318182
-0.022727, 0.363636
-0.022727, 0.409091
-0.022727, 0.454545
-0.022727, 0.500000
-0.022727, 0.545455
-0.022727, 0.590909
-0.022727, 0.636364
-0.009091, -0.636364
-0.009091, -0.590909
-0.009091, -0.545455
-0.009091, -0.500000
-0.009091, -0.454545
-0.009091, -0.409091
-0.009091, -0.363636
-0.009091, -0.318182
-0.009091, -0.272727
-0.009091, -0.227273
-0.009091, -0.181818
-0.009091, -0.136364
-0.009091, -0.090909
-0.009091, -0.045455
-0.009091, -0.000000
-0.009091, 0.045455
-0.009091, 0.090909
-0.009091, 0.136364
-0.009091, 0.181818
-0.009091, 0.227273
-0.009091, 0.272727
-0.009091, 0.318182
-0.009091, 0.363636
-0.009091, 0.409091
-0.009091, 0.454545
-0.009091, 0.500000
-0.009091, 0.545455
-0.009091, 0.590909
-0.009091, 0.636364
0.004545, -0.590909
0.004545, -0.545455
0.004545, -0.500000
0.004545, -0.454545
0.004545, -0.409091
0.004545, -0.363636
0.004545, -0.318182
0.004545, -0.272727
0.004545, -0.227273
0.004545, -0.181818
0.004545, -0.136364
0.004545, -0.090909
0.004545, -0.045455
0.004545, -0.000000
0.004545, 0.045455
0.004545, 0.090909
0.004545, 0.136364
0.004545, 0.181818
0.004545, 0.227273
0.004545, 0.272727
0.004545, 0.318182
0.004545, 0.363636
0.004545, 0.409091
0.004545, 0.454545
0.004545, 0.500000
0.004545, 0.545455
0.004545, 0.590909
0.018182, -0.590909
0.018182, -0.545455
0.018182, -0.500000
0.018182, -0.454545
0.018182, -0.409091
0.018182, -0.363636
0.018182, -0.318182
0.018182, -0.272727
0.018182, -0.227273
0.018182, -0.181818
0.018182, -0.136364
0.018182, -0.090909
0.018182, -0.045455
0.018182, -0.000000
0.018182, 0.045455
0.018182, 0.090909
0.018182, 0.136364
0.018182, 0.181818
0.018182, 0.227273
0.018182, 0.272727
0.018182, 0.318182
0.018182, 0.363636
0.018182, 0.409091
0.018182, 0.454545
0.018182, 0.500000
0.018182, 0.545455
0.018182, 0.590909
0.031818, -0.590909
0.031818, -0.545455
0.031818, -0.500000
0.031818, -0.454545
0.031818, -0.409091
0.031818, -0.363636
0.031818, -0.318182
0.031818, -0.272727
0.031818, -0.227273
0.031818, -0.181818
0.031818, -0.136364
0.031818, -0.090909
0.031818, -0.045455
0.031818, -0.000000
0.031818, 0.045455
0.031818, 0.090909
0.031818, 0.136364
0.031818, 0.181818
0.031818, 0.227273
0.031818, 0.272727
0.031818, 0.318182
0.031818, 0.363636
0.031818, 0.409091
0.031818, 0.454545
0.031818, 0.500000
0.031818, 0.545455
0.031818, 0.590909
0.045455, -0.636364
0.045455, -0.590909
0.045455, -0.545455
0.045455, -0.500000
0.045455, -0.454545
0.045455, -0.409091
0.045455, -0.363636
0.045455, -0.318182
0.045455, -0.272727
0.045455, -0.227273
0.045455, -0.181818
0.045455, -0.136364
0.045455, -0.090909
0.045455, -0.045455
0.045455, -0.000000
0.045455, 0.045455
0.045455, 0.090909
0.045455, 0.136364
0.045455, 0.181818
0.045455, 0.227273
0.045455, 0.272727
0.045455, 0.318182
0.045455, 0.363636
0.045455, 0.409091
0.045455, 0.454545
0.045455, 0.500000
0.045455, 0.545455
0.045455, 0.590909
0.045455, 0.636364
0.059091, -0.590909
0.059091, -0.545455
0.059091, -0.500000
0.059091, -0.454545
0.059091, -0.409091
0.059091, -0.363636
0.059091, -0.318182
0.059091, -0.272727
0.059091, -0.227273
0.059091, -0.181818
0.059091, -0.136364
0.059091, -0.090909
0.059091, -0.045455
0.059091, -0.000000
0.059091, 0.045455
0.059091, 0.090909
0.059091, 0.136364
0.059091, 0.181818
0.059091, 0.227273
0.059091, 0.272727
0.059091, 0.318182
0.059091, 0.363636
0.059091, 0.409091
0.059091, 0.454545
0.059091, 0.500000
0.059091, 0.545455
0.059091, 0.590909
0.072727, -0.590909
0.072727, -0.545455
0.072727, -0.500000
0.072727, -0.454545
0.072727, -0.409091
0.072727, -0.363636
0.072727, -0.318182
0.072727, -0.272727
0.072727, -0.227273
0.072727, -0.181818
0.072727, -0.136364
0.072727, -0.090909
0.072727, -0.045455
0.072727, -0.000000
0.072727, 0.045455
0.072727, 0.090909
0.072727, 0.136364
0.072727, 0.181818
0.072727, 0.227273
0.072727, 0.272727
0.072727, 0.318182
0.072727, 0.363636
0.072727, 0.409091
0.072727, 0.454545
0.072727, 0.500000
0.072727, 0.545455
0.072727, 0.590909
0.086364, -0.590909
0.086364, -0.545455
0.086364, -0.500000
0.086364, -0.454545
0.086364, -0.409091
0.086364, -0.363636
0.086364, -0.318182
0.086364, -0.272727
0.086364, -0.227273
0.086364, -0.181818
0.086364, -0.136364
0.086364, -0.090909
0.086364, -0.045455
0.086364, -0.000000
0.086364, 0.045455
0.086364, 0.090909
0.086364, 0.136364
0.086364, 0.181818
0.086364, 0.227273
0.086364, 0.272727
0.086364, 0.318182
0.086364, 0.363636
0.086364, 0.409091
0.086364, 0.454545
0.086364, 0.500000
0.086364, 0.545455
0.086364, 0.590909
0.100000, -0.590909
0.100000, -0.545455
0.100000, -0.500000
0.100000, -0.454545
0.100000, -0.409091
0.100000, -0.363636
0.100000, -0.318182
0.100000, -0.272727
0.100000, -0.227273
0.100000, -0.181818
0.100000, -0.136364
0.100000, -0.090909
0.100000, -0.045455
0.100000, -0.000000
0.100000, 0.045455
0.100000, 0.090909
0.100000, 0.136364
0.100000, 0.181818
0.100000, 0.227273
0.100000, 0.272727
0.100000, 0.318182
0.100000, 0.363636
0.100000, 0.409091
0.100000, 0.454545
0.100000, 0.500000
0.100000, 0.545455
0.100000, 0.590909
0.113636, -0.590909
0.113636, -0.545455
0.113636, -0.500000
0.113636, -0.454545
0.113636, -0.409091
0.113636, -0.363636
0.113636, -0.318182
0.113636, -0.272727
0.113636, -0.227273
0.113636, -0.181818
0.113636, -0.136364
0.113636, -0.090909
0.113636, -0.045455
0.113636, -0.000000
0.113636, 0.045455
0.113636, 0.090909
0.113636, 0.136364
0.113636, 0.181818
0.113636, 0.227273
0.113636, 0.272727
0.113636, 0.318182
0.113636, 0.363636
0.113636, 0.409091
0.113636, 0.454545
0.113636, 0.500000
0.113636, 0.545455
0.113636, 0.590909
0.127273, -0.545455
0.127273, -0.500000
0.127273, -0.454545
0.127273, -0.409091
0.127273, -0.363636
0.127273, -0.318182
0.127273, -0.272727
0.127273, -0.227273
0.127273, -0.181818
0.127273, -0.136364
0.127273, -0.090909
0.127273, -0.045455
0.127273, -0.000000
0.127273, 0.045455
0.127273, 0.090909
0.127273, 0.136364
0.127273, 0.181818
0.127273, 0.227273
0.127273, 0.272727
0.127273, 0.318182
0.127273, 0.363636
0.127273, 0.409091
0.127273, 0.454545
0.127273, 0.500000
0.127273, 0.545455
0.140909, -0.545455
0.140909, -0.500000
0.140909, -0.454545
0.140909, -0.409091
0.140909, -0.363636
0.140909, -0.318182
0.140909, -0.272727
0.140909, -0.227273
0.140909, -0.181818
0.140909, -0.136364
0.140909, -0.090909
0.140909, -0.045455
0.140909, -0.000000
0.140909, 0.045455
0.140909, 0.090909
0.140909, 0.136364
0.140909, 0.181818
0.140909, 0.227273
0.140909, 0.272727
0.140909, 0.318182
0.140909, 0.363636
0.140909, 0.409091
0.140909, 0.454545
0.140909, 0.500000
0.140909, 0.545455
0.154545, -0.545455
0.154545, -0.500000
0.154545, -0.454545
0.154545, -0.409091
0.154545, -0.363636
0.154545, -0.318182
0.154545, -0.272727
0.154545, -0.227273
0.154545, -0.181818
0.154545, -0.136364
0.154545, -0.090909
0.154545, -0.045455
0.154545, -0.000000
0.154545, 0.045455
0.154545, 0.090909
0.154545, 0.136364
0.154545, 0.181818
0.154545, 0.227273
0.154545, 0.272727
0.154545, 0.318182
0.154545, 0.363636
0.154545, 0.409091
0.154545, 0.454545
0.154545, 0.500000
0.154545, 0.545455
0.168182, -0.545455
0.168182, -0.500000
0.168182, -0.454545
0.168182, -0.409091
0.168182, -0.363636
0.168182, -0.318182
0.168182, -0.272727
0.168182, -0.227273
0.168182, -0.181818
0.168182, -0.136364
0.168182, -0.090909
0.168182, -0.045455
0.168182, -0.000000
0.168182, 0.045455
0.168182, 0.090909
0.168182, 0.136364
0.168182, 0.181818
0.168182, 0.227273
0.168182, 0.272727
0.168182, 0.318182
0.168182, 0.363636
0.168182, 0.409091
0.168182, 0.454545
0.168182, 0.500000
0.168182, 0.545455
0.181818, -0.545455
0.181818, -0.500000
0.181818, -0.454545
0.181818, -0.409091
0.181818, -0.363636
0.181818, -0.318182
0.181818, -0.272727
0.181818, -0.227273
0.181818, -0.181818
0.181818, -0.136364
0.181818, -0.090909
0.181818, -0.045455
0.181818, -0.000000
0.181818, 0.045455
0.181818, 0.090909
0.181818, 0.136364
0.181818, 0.181818
0.181818, 0.227273
0.181818, 0.272727
0.181818, 0.318182
0.181818, 0.363636
0.181818, 0.409091
0.181818, 0.454545
0.181818, 0.500000
0.181818, 0.545455
0.195455, -0.545455
0.195455, -0.500000
0.195455, -0.454545
0.195455, -0.409091
0.195455, -0.363636
0.195455, -0.318182
0.195455, -0.272727
0.195455, -0.227273
0.195455, -0.181818
0.195455, -0.136364
0.195455, -0.090909
0.195455, -0.045455
0.195455, -0.000000
0.195455, 0.045455
0.195455, 0.090909
0.195455, 0.136364
0.195455, 0.181818
0.195455, 0.227273
0.195455, 0.272727
0.195455, 0.318182
0.195455, 0.363636
0.195455, 0.409091
0.195455, 0.454545
0.195455, 0.500000
0.195455, 0.545455
0.209091, -0.500000
0.209091, -0.454545
0.209091, -0.409091
0.209091, -0.363636
0.209091, -0.318182
0.209091, -0.272727
0.209091, -0.227273
0.209091, -0.181818
0.209091, -0.136364
0.209091, -0.090909
0.209091, -0.045455
0.209091, -0.000000
0.209091, 0.045455
0.209091, 0.090909
0.209091, 0.136364
0.209091, 0.181818
0.209091, 0.227273
0.209091, 0.272727
0.209091, 0.318182
0.209091, 0.363636
0.209091, 0.409091
0.209091, 0.454545
0.209091, 0.500000
0.222727, -0.500000
0.222727, -0.454545
0.222727, -0.409091
0.222727, -0.363636
0.222727, -0.318182
0.222727, -0.272727
0.222727, -0.227273
0.222727, -0.181818
0.222727, -0.136364
0.222727, -0.090909
0.222727, -0.045455
0.222727, -0.000000
0.222727, 0.045455
0.222727, 0.090909
0.222727, 0.136364
0.222727, 0.181818
0.222727, 0.227273
0.222727, 0.272727
0.222727, 0.318182
0.222727, 0.363636
0.222727, 0.409091
0.222727, 0.454545
0.222727, 0.500000
0.236364, -0.500000
0.236364, -0.454545
0.236364, -0.409091
0.236364, -0.363636
0.236364, -0.318182
0.236364, -0.272727
0.236364, -0.227273
0.236364, -0.181818
0.236364, -0.136364
0.236364, -0.090909
0.236364, -0.045455
0.236364, -0.000000
0.236364, 0.045455
0.236364, 0.090909
0.236364, 0.136364
0.236364, 0.181818
0.236364, 0.227273
0.236364, 0.272727
0.236364, 0.318182
0.236364, 0.363636
0.236364, 0.409091
0.236364, 0.454545
0.236364, 0.500000
0.250000, -0.545455
0.250000, -0.500000
0.250000, -0.454545
0.250000, -0.409091
0.250000, -0.363636
0.250000, -0.318182
0.250000, -0.272727
0.250000, -0.227273
0.250000, -0.181818
0.250000, -0.136364
0.250000, -0.090909
0.250000, -0.045455
0.250000, -0.000000
0.250000, 0.045455
0.250000, 0.090909
0.250000, 0.136364
0.250000, 0.181818
0.250000, 0.227273
0.250000, 0.272727
0.250000, 0.318182
0.250000, 0.363636
0.250000, 0.409091
0.250000, 0.454545
0.250000, 0.500000
0.250000, 0.545455
0.263636, -0.545455
0.263636, -0.500000
0.263636, -0.454545
0.263636, -0.409091
0.263636, -0.363636
0.263636, -0.318182
0.263636, -0.272727
0.263636, -0.227273
0.263636, -0.181818
0.263636, -0.136364
0.263636, -0.090909
0.263636, -0.045455
0.263636, 0.045455
0.263636, 0.090909
0.263636, 0.136364
0.263636, 0.181818
0.263636, 0.227273
0.263636, 0.272727
0.263636, 0.318182
0.263636, 0.363636
0.263636, 0.409091
0.263636, 0.454545
0.263636, 0.500000
0.263636, 0.545455
0.277273, -0.545455
0.277273, -0.500000
0.277273, -0.454545
0.277273, -0.409091
0.277273, -0.363636
0.277273, -0.318182
0.277273, -0.272727
0.277273, -0.227273
0.277273, -0.181818
0.277273, -0.136364
0.277273, -0.090909
0.277273, -0.045455
0.277273, 0.045455
0.277273, 0.090909
0.277273, 0.136364
0.277273, 0.181818
0.277273, 0.227273
0.277273, 0.272727
0.277273, 0.318182
0.277273, 0.363636
0.277273, 0.409091
0.277273, 0.454545
0.277273, 0.500000
0.277273, 0.545455
0.290909, -0.545455
0.290909, -0.500000
0.290909, -0.409091
0.290909, -0.363636
0.290909, -0.318182
0.290909, -0.272727
0.290909, -0.227273
0.290909, -0.181818
0.290909, -0.136364
0.290909, -0.090909
0.290909, -0.045455
0.290909, 0.045455
0.290909, 0.090909
0.290909, 0.136364
0.290909, 0.181818
0.290909, 0.227273
0.290909, 0.272727
0.290909, 0.318182
0.290909, 0.363636
0.290909, 0.409091
0.290909, 0.500000
0.290909, 0.545455
0.304545, -0.545455
0.304545, -0.500000
0.304545, -0.409091
0.304545, -0.363636
0.304545, -0.318182
0.304545, -0.272727
0.304545, -0.227273
0.304545, -0.181818
0.304545, -0.136364
0.304545, -0.090909
0.304545, -0.045455
0.304545, 0.045455
0.304545, 0.090909
0.304545, 0.136364
0.304545, 0.181818
0.304545, 0.227273
0.304545, 0.272727
0.304545, 0.318182
0.304545, 0.363636
0.304545, 0.409091
0.304545, 0.500000
0.304545, 0.545455
0.318182, -0.545455
0.318182, -0.409091
0.318182, -0.363636
0.318182, -0.318182
0.318182, -0.272727
0.318182, -0.227273
0.318182, -0.181818
0.318182, -0.136364
0.318182, -0.090909
0.318182, -0.045455
0.318182, 0.045455
0.318182, 0.090909
0.318182, 0.136364
0.318182, 0.181818
0.318182, 0.227273
0.318182, 0.272727
0.318182, 0.318182
0.318182, 0.363636
0.318182, 0.409091
0.318182, 0.545455
0.331818, -0.409091
0.331818, -0.363636
0.331818, -0.318182
0.331818, -0.272727
0.331818, -0.227273
0.331818, -0.181818
0.331818, -0.136364
0.331818, -0.090909
0.331818, 0.090909
0.331818, 0.136364
0.331818, 0.181818
0.331818, 0.227273
0.331818, 0.272727
0.331818, 0.318182
0.331818, 0.363636
0.331818, 0.409091
0.345455, -0.318182
0.345455, -0.272727
0.345455, -0.227273
0.345455, -0.181818
0.345455, -0.136364
0.345455, -0.090909
0.345455, 0.090909
0.345455, 0.136364
0.345455, 0.181818
0.345455, 0.227273
0.345455, 0.272727
0.345455, 0.318182
0.359091, -0.318182
0.359091, -0.272727
0.359091, -0.227273
0.359091, -0.181818
0.359091, -0.136364
0.359091, 0.136364
0.359091, 0.181818
0.359091, 0.227273
0.359091, 0.272727
0.359091, 0.318182
0.372727, -0.318182
0.372727, -0.227273
0.372727, -0.181818
0.372727, -0.136364
0.372727, 0.136364
0.372727, 0.181818
0.372727, 0.227273
0.372727, 0.318182
0.386364, -0.318182
0.386364, -0.227273
0.386364, 0.227273
0.386364, 0.318182
